Genome,Study,Country,Region,Year,Accession,Database,Continent
QG0250-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426074,varDB,Africa
QG0251-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404186,varDB,Africa
QG0252-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426053,varDB,Africa
QG0253-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426124,varDB,Africa
QG0254-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426042,varDB,Africa
QG0256-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404201,varDB,Africa
QG0258-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426073,varDB,Africa
QG0259-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426098,varDB,Africa
QG0260-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426100,varDB,Africa
QG0261-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426044,varDB,Africa
QG0262-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404244,varDB,Africa
QG0263-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426087,varDB,Africa
QG0264-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426062,varDB,Africa
QG0265-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404233,varDB,Africa
QG0266-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404234,varDB,Africa
QG0267-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404235,varDB,Africa
QG0268-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404220,varDB,Africa
QG0269-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426116,varDB,Africa
QG0270-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404207,varDB,Africa
QG0271-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404245,varDB,Africa
QG0273-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404222,varDB,Africa
QG0274-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426050,varDB,Africa
QG0275-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426129,varDB,Africa
QG0276-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426075,varDB,Africa
QG0277-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404206,varDB,Africa
QG0278-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404193,varDB,Africa
QG0279-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404219,varDB,Africa
QG0280-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404195,varDB,Africa
QG0281-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426117,varDB,Africa
QG0282-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426063,varDB,Africa
QG0284-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404247,varDB,Africa
QG0285-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426049,varDB,Africa
QG0286-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426078,varDB,Africa
QG0287-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426061,varDB,Africa
QG0288-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404205,varDB,Africa
QG0289-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426007,varDB,Africa
QG0290-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404194,varDB,Africa
QG0291-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426008,varDB,Africa
QG0292-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426009,varDB,Africa
QG0293-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426010,varDB,Africa
QG0294-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426089,varDB,Africa
QG0295-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426090,varDB,Africa
QG0296-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426143,varDB,Africa
QG0297-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426104,varDB,Africa
QG0298-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404196,varDB,Africa
QG0299-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR404232,varDB,Africa
QG0300-C,1052-PF-TRAC-WHITE,DRC,Kinshasa,2013,ERR426006,varDB,Africa
QJ0002-C,1052-PF-TRAC-WHITE,Nigeria,Kwara,2012,ERR246575,varDB,Africa
QJ0004-C,1052-PF-TRAC-WHITE,Nigeria,Kwara,2012,ERR426142,varDB,Africa
QJ0005-C,1052-PF-TRAC-WHITE,Nigeria,Kwara,2012,ERR426048,varDB,Africa
SenP027.02,Broad Senegal,Senegal,Pikine,2002,,varDB,Africa
SenP051.02,Broad Senegal,Senegal,Pikine,2002,,varDB,Africa
SenT001.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT001.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT002.07,Broad Senegal,Senegal,Thies,2007,,varDB,Africa
SenT008.10,Broad Senegal,Senegal,Thies,2010,,varDB,Africa
SenT011.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT013.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT015.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT015.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT022.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT022.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT030.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT033.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT036.10,Broad Senegal,Senegal,Thies,2010,,varDB,Africa
SenT037.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT040.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT042.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT044.10,Broad Senegal,Senegal,Thies,2010,,varDB,Africa
SenT044.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT045.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT046.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT047.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT052.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT053.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT055.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT058.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT061.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT063.07,Broad Senegal,Senegal,Thies,2007,,varDB,Africa
SenT066.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT067.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT067.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT069.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT072.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT074.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT077.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT077.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT080.10,Broad Senegal,Senegal,Thies,2010,,varDB,Africa
SenT082.10,Broad Senegal,Senegal,Thies,2010,,varDB,Africa
SenT084.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT084.10,Broad Senegal,Senegal,Thies,2010,,varDB,Africa
SenT084.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT085.10,Broad Senegal,Senegal,Thies,2010,,varDB,Africa
SenT086.10,Broad Senegal,Senegal,Thies,2010,,varDB,Africa
SenT087.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT087.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT092.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT094.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT097.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT097.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT102.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT104.07,Broad Senegal,Senegal,Thies,2007,,varDB,Africa
SenT105.07,Broad Senegal,Senegal,Thies,2007,,varDB,Africa
SenT106.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT110.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT113.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT114.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT117.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT119.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT120.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT124.10,Broad Senegal,Senegal,Thies,2010,,varDB,Africa
SenT124.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT125.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT128.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT129.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT130.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT130.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT133.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT136.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT136.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT138.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT139.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT140.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT142.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT142.11,Broad Senegal,Senegal,Thies,2011,,varDB,Africa
SenT143.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT150.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT151.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT165.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT170.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT179.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT180.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT184.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT185.10,Broad Senegal,Senegal,Thies,2010,,varDB,Africa
SenT187.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT190.09,Broad Senegal,Senegal,Thies,2009,,varDB,Africa
SenT224.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT227.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT230.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT231.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT232.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT233.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT235.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenT236.08,Broad Senegal,Senegal,Thies,2008,,varDB,Africa
SenV042.05,Broad Senegal,Senegal,Velingara,2005,,varDB,Africa
SenV092.05,Broad Senegal,Senegal,Velingara,2005,,varDB,Africa
PA0013-C,1006-PF-GM-CONWAY,Gambia,Western,2008,,megaDB,Africa
PA0014-C,1006-PF-GM-CONWAY,Gambia,Western,2008,,megaDB,Africa
PA0028-C,1006-PF-GM-CONWAY,Gambia,Western,2008,,megaDB,Africa
PA0072-C,1006-PF-GM-CONWAY,Gambia,Western,2008,,megaDB,Africa
PA0095-C,1006-PF-GM-CONWAY,Gambia,Western,2008,,megaDB,Africa
PA0135-C,1026-PF-GN-CONWAY,Guinea,Nzerekore,2011,,megaDB,Africa
PA0136-C,1026-PF-GN-CONWAY,Guinea,Nzerekore,2011,,megaDB,Africa
PA0141-C,1026-PF-GN-CONWAY,Guinea,Nzerekore,2011,,megaDB,Africa
PA0162-C,1026-PF-GN-CONWAY,Guinea,Nzerekore,2011,,megaDB,Africa
PA0175-C,1026-PF-GN-CONWAY,Guinea,Nzerekore,2011,,megaDB,Africa
PA0192-C,1026-PF-GN-CONWAY,Guinea,Nzerekore,2011,,megaDB,Africa
PA0255-C,1026-PF-GN-CONWAY,Guinea,Nzerekore,2011,,megaDB,Africa
PA0257-C,1026-PF-GN-CONWAY,Guinea,Nzerekore,2011,,megaDB,Africa
PA0258-C,1026-PF-GN-CONWAY,Guinea,Nzerekore,2011,,megaDB,Africa
PA0266-C,1026-PF-GN-CONWAY,Guinea,Nzerekore,2011,,megaDB,Africa
PA0298-C,1026-PF-GN-CONWAY,Guinea,Faranah,2011,,megaDB,Africa
PA0300-C,1026-PF-GN-CONWAY,Guinea,Faranah,2011,,megaDB,Africa
PA0302-C,1026-PF-GN-CONWAY,Guinea,Faranah,2011,,megaDB,Africa
PA0337-C,1026-PF-GN-CONWAY,Guinea,Faranah,2011,,megaDB,Africa
PA0341-C,1026-PF-GN-CONWAY,Guinea,Faranah,2011,,megaDB,Africa
PA0349-C,1026-PF-GN-CONWAY,Guinea,Faranah,2011,,megaDB,Africa
PD0021-C,1016-PF-TH-NOSTEN,Thailand,Tak,2005,,megaDB,Asia
PD0022-C,1016-PF-TH-NOSTEN,Thailand,Tak,2005,,megaDB,Asia
PD0115-Cx,1010-PF-TH-ANDERSON,Thailand,Tak,2004,,megaDB,Asia
PD0135-C,1010-PF-TH-ANDERSON,Thailand,Tak,2005,,megaDB,Asia
PD0140-C,1010-PF-TH-ANDERSON,Thailand,Tak,2004,,megaDB,Asia
PD0141-C,1010-PF-TH-ANDERSON,Thailand,Tak,2005,,megaDB,Asia
PD0142-C,1010-PF-TH-ANDERSON,Thailand,Tak,2005,,megaDB,Asia
PD0516-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,,megaDB,Asia
PD0573-C,1052-PF-TRAC-WHITE,Thailand,Tak,2012,,megaDB,Asia
PD0579-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2012,,megaDB,Asia
PD0660-C,1052-PF-TRAC-WHITE,Thailand,Sisakhet,2013,,megaDB,Asia
PD0716-C,1125-PF-TH-NOSTEN,Thailand,Tak,2007,,megaDB,Asia
PD0717-C,1125-PF-TH-NOSTEN,Thailand,Tak,2007,,megaDB,Asia
PD0718-C,1125-PF-TH-NOSTEN,Thailand,Tak,2007,,megaDB,Asia
PD0720-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0721-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0722-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0724-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0725-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0726-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0727-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0728-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0729-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0730-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0731-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0733-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0734-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0735-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0740-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0741-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0742-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0744-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0745-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0746-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0747-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0748-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0749-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0750-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0751-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0754-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0755-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0758-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0760-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0761-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0762-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0765-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0766-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0767-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0771-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0772-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0774-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0775-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0776-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0777-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0781-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0782-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0785-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0786-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0787-C,1125-PF-TH-NOSTEN,Thailand,Tak,2009,,megaDB,Asia
PD0789-C,1125-PF-TH-NOSTEN,Thailand,Tak,2010,,megaDB,Asia
PD0790-C,1125-PF-TH-NOSTEN,Thailand,Tak,2010,,megaDB,Asia
PD0791-C,1125-PF-TH-NOSTEN,Thailand,Tak,2010,,megaDB,Asia
PD0792-C,1125-PF-TH-NOSTEN,Thailand,Tak,2010,,megaDB,Asia
PD0793-C,1125-PF-TH-NOSTEN,Thailand,Tak,2010,,megaDB,Asia
PD0794-C,1125-PF-TH-NOSTEN,Thailand,Tak,2010,,megaDB,Asia
PD0795-C,1125-PF-TH-NOSTEN,Thailand,Tak,2010,,megaDB,Asia
PD0796-C,1125-PF-TH-NOSTEN,Thailand,Tak,2010,,megaDB,Asia
PD0798-C,1125-PF-TH-NOSTEN,Thailand,Tak,2011,,megaDB,Asia
PD0799-C,1125-PF-TH-NOSTEN,Thailand,Tak,2012,,megaDB,Asia
PD0800-C,1125-PF-TH-NOSTEN,Thailand,Tak,2012,,megaDB,Asia
PD0801-C,1125-PF-TH-NOSTEN,Thailand,Tak,2012,,megaDB,Asia
PD0802-C,1125-PF-TH-NOSTEN,Thailand,Tak,2012,,megaDB,Asia
PD0803-C,1125-PF-TH-NOSTEN,Thailand,Tak,2012,,megaDB,Asia
PD0804-C,1125-PF-TH-NOSTEN,Thailand,Tak,2012,,megaDB,Asia
PD0806-C,1125-PF-TH-NOSTEN,Thailand,Tak,2012,,megaDB,Asia
PD0808-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0809-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0810-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0813-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0814-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0816-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0817-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0818-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0819-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0820-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0821-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0822-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0823-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0824-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0825-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0826-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0827-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0828-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0829-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0830-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0831-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0832-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0833-C,1125-PF-TH-NOSTEN,Thailand,Tak,2007,,megaDB,Asia
PD0834-C,1125-PF-TH-NOSTEN,Thailand,Tak,2007,,megaDB,Asia
PD0835-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0836-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0837-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0838-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0839-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0840-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0841-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0842-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0843-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0846-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0847-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0848-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0851-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0852-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0853-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0854-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0855-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0856-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0857-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0858-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0859-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0860-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0861-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0862-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0863-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0864-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0865-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0867-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0869-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0870-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0871-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0872-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0873-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0874-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0875-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0876-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0877-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0878-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0879-C,1125-PF-TH-NOSTEN,Thailand,Tak,2013,,megaDB,Asia
PD0881-C,1125-PF-TH-NOSTEN,Thailand,Tak,2007,,megaDB,Asia
PD0882-C,1125-PF-TH-NOSTEN,Thailand,Tak,2007,,megaDB,Asia
PD0883-C,1125-PF-TH-NOSTEN,Thailand,Tak,2007,,megaDB,Asia
PD0884-C,1125-PF-TH-NOSTEN,Thailand,Tak,2007,,megaDB,Asia
PD0885-C,1125-PF-TH-NOSTEN,Thailand,Tak,2007,,megaDB,Asia
PD0887-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0889-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0890-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0891-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0892-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0894-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0895-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0898-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PD0901-C,1125-PF-TH-NOSTEN,Thailand,Tak,2008,,megaDB,Asia
PE0087-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0088-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
PE0089-C,1095-PF-TZ-ISHENGOMA,Tanzania,Tanga,2013,,megaDB,Africa
